customer_id,age,tenure_months,monthly_data_gb,avg_daily_data_gb,streaming_hours,hotspot_data_gb,streaming_data_ratio,hotspot_data_ratio,monthly_voice_minutes,total_calls,incoming_calls,outgoing_calls,avg_minutes_per_call,monthly_sms,international_minutes,roaming_voice_minutes,roaming_data_gb,international_voice_ratio,roaming_voice_ratio,roaming_data_ratio,monthly_recharge,total_usage_events,calls_per_rupee,data_per_rupee,churn
CUST00036,31.57434060297635,65.74688568215544,3.41,0.114,7.11,0.28,2.085,0.0821,611.34,341,160,181,1.7928,89,16.25,18.74,0.28,0.0266,0.0307,0.0821,606.89,430,0.5619,0.005619,0
CUST00037,35.80681264220395,55.72619715358167,5.55,0.185,10.5,0.56,1.8919,0.1009,186.83,117,72,45,1.5968,93,21.95,10.63,1.33,0.1175,0.0569,0.2396,504.99,210,0.2317,0.01099,0
CUST00038,18,18.432462654441,1.85,0.062,5.87,0.26,3.173,0.1405,34.85,22,12,10,1.5841,33,3.95,0.06,0.48,0.1133,0.0017,0.2595,260.16,55,0.0846,0.007111,0
CUST00039,18,28.7635010491567,26.88,0.896,74.89,4.47,2.7861,0.1663,78.3,70,37,33,1.1186,72,1.09,6,2.41,0.0139,0.0766,0.0897,844.17,142,0.0829,0.031842,1
CUST00040,48.66116684649613,86.57622479924416,11.17,0.372,31.95,0.72,2.8603,0.0645,185.43,70,34,36,2.649,99,4.83,11.25,1.77,0.026,0.0607,0.1585,299.88,169,0.2334,0.037248,1
CUST00041,18,120,2.9,0.097,9.69,0.15,3.3414,0.0517,44.6,21,13,8,2.1238,33,2.9,0.93,0.06,0.065,0.0209,0.0207,205.47,54,0.1022,0.014114,1
CUST00042,22.44264919731972,15.06288823367741,3.66,0.122,12.26,0.82,3.3497,0.224,352.13,159,67,92,2.2147,98,33.15,12.72,0.64,0.0941,0.0361,0.1749,496.73,257,0.3201,0.007368,0
CUST00043,19.78865987242078,101.06956503141052,4.7,0.157,7.34,1.29,1.5617,0.2745,330.08,175,75,100,1.8862,32,35.34,17.27,0.34,0.1071,0.0523,0.0723,215.48,207,0.8121,0.021812,0
CUST00044,49.75170087126287,27.998950757026684,23.01,0.767,66.53,6.47,2.8914,0.2812,324.23,175,82,93,1.8527,133,22.93,7.13,5.28,0.0707,0.022,0.2295,986.38,308,0.1774,0.023328,0
CUST00045,41.89099002847444,13.5699511452418,17.13,0.571,33.27,1.21,1.9422,0.0706,103.51,45,29,16,2.3002,87,3.72,3.29,0.89,0.0359,0.0318,0.052,433,132,0.1039,0.039561,0
CUST00046,29.00125492195217,20.954098239318625,21.99,0.733,67.94,1.32,3.0896,0.06,155.94,117,56,61,1.3328,69,8.07,9.21,2.06,0.0518,0.0591,0.0937,672.37,186,0.174,0.032705,0
CUST00047,23.075845881670283,52.99955286328238,1.57,0.052,3.68,0.15,2.3439,0.0955,349.93,195,91,104,1.7945,83,20.81,18.59,0.01,0.0595,0.0531,0.0064,479.77,278,0.4064,0.003272,0
CUST00048,44.569096281854,99.06791717610469,11.68,0.389,24.76,3.21,2.1199,0.2748,170.43,271,146,125,0.6289,113,19.79,7.08,0.11,0.1161,0.0415,0.0094,404.68,384,0.6697,0.028862,0
CUST00049,28.241600401035434,21.363393362627576,9.25,0.308,19.89,2.39,2.1503,0.2584,275.58,274,118,156,1.0058,95,21.84,5.94,1.38,0.0793,0.0216,0.1492,402.79,369,0.6803,0.022965,0
CUST00050,34.60191278101606,52.80285808283771,2.69,0.09,6.08,0.35,2.2602,0.1301,8.29,3,2,1,2.7633,35,0.87,0.1,0.38,0.1049,0.0121,0.1413,225.86,38,0.0133,0.01191,0
CUST00051,35.64338654637626,112.2363019601708,22.76,0.759,75.2,6.35,3.304,0.279,331.56,151,74,77,2.1958,132,15.09,16.88,0.87,0.0455,0.0509,0.0382,845.66,283,0.1786,0.026914,0
CUST00052,29.49531858505018,31.02667914225055,2.98,0.099,6.24,0.64,2.094,0.2148,439.26,256,124,132,1.7159,73,41.04,31.01,0.23,0.0934,0.0706,0.0772,747.22,329,0.3426,0.003988,0
CUST00053,31.59999208856506,96.7992629966608,32.45,1.082,106.89,8.94,3.294,0.2755,287.18,233,100,133,1.2325,121,5.76,6.35,0.03,0.0201,0.0221,0.0009,1341.24,354,0.1737,0.024194,0
CUST00054,20.424853297065685,68.75265962839431,10.88,0.363,17.28,1.21,1.5882,0.1112,454.58,258,115,143,1.7619,75,32.53,4.59,1.24,0.0716,0.0101,0.114,562.51,333,0.4587,0.019342,0
CUST00055,32.28801992120947,18.456162942478468,26.19,0.873,46.2,5.66,1.764,0.2161,130.38,56,32,24,2.3282,73,6.19,2.26,4.52,0.0475,0.0173,0.1726,653.43,129,0.0857,0.040081,0
CUST00056,18,75.31610969810163,9.84,0.328,15.14,2.23,1.5386,0.2266,249.72,191,84,107,1.3074,146,18.97,14.05,1.26,0.076,0.0563,0.128,1021.98,337,0.1869,0.009628,0
CUST00057,29.69198780210129,107.94367715587748,7.87,0.262,18.69,2.05,2.3748,0.2605,47.62,24,14,10,1.9842,45,1.77,2.63,1.97,0.0372,0.0552,0.2503,156.5,69,0.1534,0.050288,0
CUST00058,29.453424613752933,46.25412179000829,0.97,0.032,2.3,0.27,2.3711,0.2784,114.69,47,26,21,2.4402,38,8.08,2.32,0.18,0.0705,0.0202,0.1856,184.5,85,0.2547,0.005257,0
CUST00059,40.72710392922174,32.28563624851637,0.95,0.032,2.64,0.08,2.7789,0.0842,16.42,8,5,3,2.0525,34,1.46,0.16,0.08,0.0889,0.0097,0.0842,159.71,42,0.0501,0.005948,0
CUST00060,24.31638723827681,32.20390548759107,6.3,0.21,21.3,1.15,3.381,0.1825,359.63,191,100,91,1.8829,101,5.81,27.14,1.53,0.0162,0.0755,0.2429,456.57,292,0.4183,0.013799,0
CUST00061,31.330233071930333,99.47496134653426,4.75,0.158,11.07,0.26,2.3305,0.0547,158.14,92,54,38,1.7189,89,3.76,1.52,0.71,0.0238,0.0096,0.1495,401.74,181,0.229,0.011824,0
CUST00062,36.12294310504259,54.50371291977684,13.75,0.458,43.44,1.22,3.1593,0.0887,157.52,90,58,32,1.7502,88,8.07,12.09,3.13,0.0512,0.0768,0.2276,377.17,178,0.2386,0.036456,0
CUST00063,31.754163929741978,28.808951657136472,1.86,0.062,5.71,0.35,3.0699,0.1882,567.21,483,228,255,1.1743,88,62.43,40.76,0.32,0.1101,0.0719,0.172,522.43,571,0.9245,0.00356,0
CUST00064,18.37135246271822,20.17104723187549,12.63,0.421,42.58,1.9,3.3713,0.1504,119.89,53,25,28,2.2621,103,7.67,8.92,1.66,0.064,0.0744,0.1314,277.11,156,0.1913,0.045578,0
CUST00065,42.79412613088388,31.4085880097097,9.54,0.318,23.48,1.55,2.4612,0.1625,267.78,216,107,109,1.2397,85,3.85,10.55,1.13,0.0144,0.0394,0.1184,361.53,301,0.5975,0.026388,0
CUST00066,41.96117935409184,54.02120671309161,11.83,0.394,20.11,2.82,1.6999,0.2384,188.28,170,100,70,1.1075,80,6.67,0.89,0.08,0.0354,0.0047,0.0068,458.66,250,0.3706,0.025793,0
CUST00067,36.75561925830365,39.83901691192396,1.28,0.043,3.28,0.23,2.5625,0.1797,61.5,39,21,18,1.5769,28,0.66,0.74,0.18,0.0107,0.012,0.1406,233.84,67,0.1668,0.005474,1
CUST00068,27.14904308657633,28.40827120867023,5.54,0.185,10.6,1.62,1.9134,0.2924,168.87,93,45,48,1.8158,73,9.71,10.87,1.04,0.0575,0.0644,0.1877,668.45,166,0.1391,0.008288,0
CUST00069,47.10292980482871,25.340619196277355,2.55,0.085,7.01,0.43,2.749,0.1686,65.49,69,38,31,0.9491,27,6.65,1.71,0.72,0.1015,0.0261,0.2824,195.88,96,0.3523,0.013018,0
CUST00070,36.3743259138803,51.91492294329529,47.19,1.573,99.62,10.57,2.111,0.224,226.28,231,116,115,0.9796,115,10.99,14.15,6.16,0.0486,0.0625,0.1305,759.42,346,0.3042,0.06214,1
CUST00071,23.341403573905403,77.76898680278478,3.21,0.107,9.78,0.91,3.0467,0.2835,239.81,143,91,52,1.677,67,28.31,7.7,0.47,0.1181,0.0321,0.1464,649.49,210,0.2202,0.004942,0
CUST00072,33.94167538001602,59.140662016867566,1.39,0.046,2.55,0.33,1.8345,0.2374,31.28,16,8,8,1.955,28,1.36,0.65,0.22,0.0435,0.0208,0.1583,236.05,44,0.0678,0.005889,0
CUST00073,37.09101314438836,38.112495686211055,2.4,0.08,3.63,0.15,1.5125,0.0625,176.15,107,59,48,1.6463,35,10.88,10.41,0.29,0.0618,0.0591,0.1208,208.98,142,0.512,0.011484,0
CUST00074,34.91828707716102,48.59387049107956,10.51,0.35,30.61,2.87,2.9125,0.2731,835.85,336,151,185,2.4876,72,85.48,47.41,1.82,0.1023,0.0567,0.1732,633.27,408,0.5306,0.016596,1
CUST00075,41.47520814109763,84.18982575567061,59.49,1.983,110.99,9.97,1.8657,0.1676,102.13,43,26,17,2.3751,62,5.73,7.22,1.26,0.0561,0.0707,0.0212,600.99,105,0.0715,0.098987,0
CUST00076,25.202424415995505,35.089883240954656,47.99,1.6,128.28,13.31,2.6731,0.2773,41.12,22,13,9,1.8691,61,2.53,2.22,7.03,0.0615,0.054,0.1465,729.61,83,0.0302,0.065775,0
CUST00077,35.97501568634723,71.80101532621102,5.21,0.174,18.05,0.34,3.4645,0.0653,577.68,200,113,87,2.8884,92,40.4,18.37,0.95,0.0699,0.0318,0.1823,716.25,292,0.2792,0.007274,1
CUST00078,35.82533709821185,70.14391302956933,2.69,0.09,8.25,0.62,3.0669,0.2305,116.25,49,19,30,2.3724,40,13.5,1.03,0.6,0.1161,0.0089,0.223,123.35,89,0.3972,0.021808,0
CUST00079,20.6630794496097,45.74849062546407,6.31,0.21,13.2,0.42,2.0919,0.0666,470.42,171,97,74,2.751,63,49.78,2.15,0.81,0.1058,0.0046,0.1284,373.6,234,0.4577,0.01689,1
CUST00080,35.47892858557924,58.63051143483706,0.99,0.033,3.19,0.2,3.2222,0.202,221.85,112,44,68,1.9808,40,17.25,4.13,0.09,0.0778,0.0186,0.0909,153.96,152,0.7275,0.00643,0
CUST00081,28.718879614551,61.66979153229527,10.43,0.348,36.37,0.86,3.4871,0.0825,664.34,256,145,111,2.5951,77,55.11,30.97,0.02,0.083,0.0466,0.0019,612.18,333,0.4182,0.017037,0
CUST00082,24.87577109099132,10.1637841838299,21.61,0.72,59.34,1.94,2.746,0.0898,118.16,34,17,17,3.4753,90,3.31,8.38,4.9,0.028,0.0709,0.2267,610.99,124,0.0556,0.035369,0
CUST00083,18,69.03969114708171,12.77,0.426,32.66,3.6,2.5576,0.2819,175.03,110,68,42,1.5912,78,9.46,9.19,0.3,0.054,0.0525,0.0235,403.77,188,0.2724,0.031627,0
CUST00084,18.50435088075995,103.67480773800472,3.38,0.113,7.16,0.59,2.1183,0.1746,99.4,104,62,42,0.9558,32,2.44,4.27,0.5,0.0245,0.043,0.1479,217.79,136,0.4775,0.01552,0
CUST00085,41.02269272618513,36.82875516817516,9.41,0.314,23.95,2.58,2.5452,0.2742,433.95,295,130,165,1.471,82,8.54,7,0.86,0.0197,0.0161,0.0914,415.5,377,0.71,0.022647,0
CUST00086,47.65251273821698,79.56699415794282,9.39,0.313,14.69,1.85,1.5644,0.197,56.59,50,23,27,1.1318,81,6.42,4.45,2.37,0.1134,0.0786,0.2524,342.46,131,0.146,0.027419,0
CUST00087,44.37332880114424,29.95344620342048,25.84,0.861,44.9,1.48,1.7376,0.0573,139.79,62,37,25,2.2547,54,15.74,4.96,7.37,0.1126,0.0355,0.2852,764.8,116,0.0811,0.033787,0
CUST00088,23.89778259594884,20.481778418681508,68.16,2.272,228.1,8,3.3465,0.1174,59.88,25,15,10,2.3952,68,2.46,1.97,6.52,0.0411,0.0329,0.0957,732.27,93,0.0341,0.09308,1
CUST00089,23.921687217660647,27.09679460804377,5.4,0.18,9.78,1.56,1.8111,0.2889,1268.2,768,364,404,1.6513,74,146.12,19.37,1.45,0.1152,0.0153,0.2685,696.71,842,1.1023,0.007751,0
CUST00090,36.43903483544833,62.62409310578818,13.16,0.439,34.31,1.85,2.6071,0.1406,342.92,165,72,93,2.0783,73,6.48,24.59,1.33,0.0189,0.0717,0.1011,334.34,238,0.4935,0.039361,0
CUST00091,27.758231389593583,8.048758779821949,1.81,0.06,3.4,0.21,1.8785,0.116,173.82,80,42,38,2.1727,37,9.19,9.17,0.44,0.0529,0.0528,0.2431,218.94,117,0.3654,0.008267,0
CUST00092,38.31236501061699,17.22585928762396,46.47,1.549,113.08,3.49,2.4334,0.0751,94.94,36,20,16,2.6372,61,2.63,0.86,11.14,0.0277,0.0091,0.2397,727.87,97,0.0495,0.063844,0
CUST00093,21.35399789842782,112.34975610649455,12.92,0.431,21.72,1.01,1.6811,0.0782,154.95,58,38,20,2.6716,91,11.61,2.88,2.54,0.0749,0.0186,0.1966,556.77,149,0.1042,0.023205,0
CUST00094,37.069426083866375,11.663702555101713,30.28,1.009,84.69,5.83,2.7969,0.1925,83.64,30,12,18,2.788,77,5.55,0.8,2.08,0.0664,0.0096,0.0687,714.09,107,0.042,0.042404,0
CUST00095,18,31.13081080005859,4.57,0.152,14.99,0.79,3.2801,0.1729,625.15,291,173,118,2.1483,84,41.46,7.82,0.19,0.0663,0.0125,0.0416,635.73,375,0.4577,0.007189,0
CUST00096,38.74656635890075,106.28787037496788,6.92,0.231,16.36,2.02,2.3642,0.2919,109.58,81,49,32,1.3528,86,5.72,1.77,0.88,0.0522,0.0162,0.1272,425.8,167,0.1902,0.016252,0
CUST00097,28.00450588800808,48.06421281295721,3.8,0.127,11.89,0.34,3.1289,0.0895,263.25,194,86,108,1.357,81,7.64,8.08,0.17,0.029,0.0307,0.0447,353.96,275,0.5481,0.010736,0
CUST00098,46.22935924483794,42.3462061663309,13.43,0.448,45.77,3.52,3.408,0.2621,237.04,132,80,52,1.7958,91,19.8,4.06,3.52,0.0835,0.0171,0.2621,438.06,223,0.3013,0.030658,1
CUST00099,51.417114914148144,59.4111053918026,2.23,0.074,4.04,0.41,1.8117,0.1839,145.4,67,44,23,2.1701,40,10.99,10.67,0.12,0.0756,0.0734,0.0538,132.01,107,0.5075,0.016893,0
CUST00100,45.27008902699062,59.76546521320514,2.31,0.077,5.87,0.61,2.5411,0.2641,220.63,104,49,55,2.1214,21,23.13,13.4,0.02,0.1048,0.0607,0.0087,210.74,125,0.4935,0.010961,0
CUST00101,27.1301188229112,20.485731106009663,2.64,0.088,8.59,0.65,3.2538,0.2462,68.34,32,15,17,2.1356,32,6.68,5.09,0.44,0.0977,0.0745,0.1667,177.62,64,0.1802,0.014863,0
CUST00102,20.811948024092864,27.81475958417875,24.75,0.825,64.14,3.72,2.5915,0.1503,171.08,97,49,48,1.7637,69,3.71,2.74,3.18,0.0217,0.016,0.1285,650.39,166,0.1491,0.038054,0
CUST00103,26.987220189703624,94.51825786193383,3.73,0.124,12.98,0.8,3.4799,0.2145,400.25,203,101,102,1.9717,87,39.2,26,0.96,0.0979,0.065,0.2574,402.57,290,0.5043,0.009265,0
CUST00104,26.96502067055769,76.44430068094944,11.35,0.378,37.23,1.54,3.2802,0.1357,246.07,140,81,59,1.7576,80,22.53,8.29,0.55,0.0916,0.0337,0.0485,397.21,220,0.3525,0.028574,0
CUST00105,18,14.045571167388458,10.69,0.356,36.27,1.12,3.3929,0.1048,360.39,336,161,175,1.0726,111,3.9,26.85,1.16,0.0108,0.0745,0.1085,1094.83,447,0.3069,0.009764,0
CUST00106,37.36553206873264,120,2.37,0.079,7.81,0.29,3.2954,0.1224,35.8,16,8,8,2.2375,42,2.03,0.77,0.46,0.0567,0.0215,0.1941,174,58,0.092,0.013621,1
CUST00107,28.450827806334093,26.617526438305017,9.62,0.321,18.44,2.32,1.9168,0.2412,264,113,54,59,2.3363,85,23.46,12.98,2.69,0.0889,0.0492,0.2796,352.03,198,0.321,0.027327,1
CUST00108,29.070186322393106,12.361697221328075,9.69,0.323,15.21,1.12,1.5697,0.1156,602.97,260,131,129,2.3191,78,52.67,8.74,0.76,0.0874,0.0145,0.0784,434.22,338,0.5988,0.022316,0
CUST00109,21.082273539206604,30.38023917575732,1.43,0.048,2.42,0.13,1.6923,0.0909,43.28,34,17,17,1.2729,28,1.17,0.07,0.3,0.027,0.0016,0.2098,176.86,62,0.1922,0.008085,0
CUST00110,36.93428873655553,36.525853606859954,1.33,0.044,3.78,0.29,2.8421,0.218,129.83,74,43,31,1.7545,28,7.89,5.37,0.06,0.0608,0.0414,0.0451,160.58,102,0.4608,0.008282,0
CUST00111,32.1041804694612,92.48962571689992,8.96,0.299,29.35,1.01,3.2757,0.1127,249.27,189,99,90,1.3189,76,11.78,2.03,1.99,0.0473,0.0081,0.2221,363.16,265,0.5204,0.024672,0
CUST00112,27.673326371036627,34.53639892877995,2.61,0.087,8.5,0.25,3.2567,0.0958,154.92,120,76,44,1.291,39,9.49,4.78,0.23,0.0613,0.0309,0.0881,208.37,159,0.5759,0.012526,0
CUST00113,40.97877815794255,50.74740306105127,14.27,0.476,27.72,1.88,1.9425,0.1317,173.22,138,72,66,1.2552,125,2.32,7.11,1.04,0.0134,0.041,0.0729,1111.76,263,0.1241,0.012836,0
CUST00114,26.46040567678985,31.170654946940296,12.92,0.431,22.92,1.21,1.774,0.0937,541.99,198,120,78,2.7373,100,7.27,30.14,0.89,0.0134,0.0556,0.0689,603.89,298,0.3279,0.021395,0
CUST00115,44.75459677668053,67.71647141018016,50,1.667,109.29,4.92,2.1858,0.0984,131.19,54,28,26,2.4294,62,8.03,6.25,5.56,0.0612,0.0476,0.1112,605.42,116,0.0892,0.082587,0
CUST00116,28.890809601928773,88.56937770342972,7.31,0.244,17.01,2.11,2.3269,0.2886,267.3,122,67,55,2.191,68,4.45,20.47,0.72,0.0166,0.0766,0.0985,595.13,190,0.205,0.012283,0
CUST00117,56.03171790905711,35.132986280542866,20.28,0.676,38.55,3.11,1.9009,0.1534,462.41,280,154,126,1.6515,62,40.6,26.36,3.73,0.0878,0.057,0.1839,651.65,342,0.4297,0.031121,0
CUST00118,33.03321593928317,30.56277197655628,3.4,0.113,8.19,0.3,2.4088,0.0882,51.87,49,24,25,1.0586,28,0.85,1.88,0.56,0.0164,0.0362,0.1647,206.51,77,0.2373,0.016464,0
CUST00119,24.77328233447617,64.33891352937226,7.84,0.261,25.12,1.18,3.2041,0.1505,521.5,188,96,92,2.7739,78,38.43,7.49,1.76,0.0737,0.0144,0.2245,511.23,266,0.3677,0.015336,0
CUST00120,33.34323293179914,74.21959152144831,16.08,0.536,34.11,4.64,2.1213,0.2886,200.97,130,69,61,1.5459,91,12.92,4.65,1.42,0.0643,0.0231,0.0883,430.65,221,0.3019,0.037339,0
CUST00121,49.807611462026486,65.93651520919421,1.21,0.04,3.85,0.17,3.1818,0.1405,266.39,145,68,77,1.8372,77,3.02,4.8,0.35,0.0113,0.018,0.2893,715.38,222,0.2027,0.001691,0
CUST00122,27.31255689143436,28.33258226659937,7.24,0.241,18.54,1.99,2.5608,0.2749,613.14,276,170,106,2.2215,95,42.61,24.99,1.18,0.0695,0.0408,0.163,730.53,371,0.3778,0.009911,0
CUST00123,18.65325952187467,33.48600501576016,9.69,0.323,15.06,2.48,1.5542,0.2559,91.56,80,34,46,1.1445,100,1.7,6.99,1.98,0.0186,0.0763,0.2043,423.64,180,0.1888,0.022873,0
CUST00124,27.82169457980456,52.59352008607754,5.71,0.19,12.63,1.57,2.2119,0.275,48.67,19,9,10,2.5616,35,0.98,1.72,1.18,0.0201,0.0353,0.2067,233.8,54,0.0813,0.024423,0
CUST00125,33.817405484662885,120,1.03,0.034,1.88,0.1,1.8252,0.0971,89.32,37,23,14,2.4141,46,4.49,1.54,0.05,0.0503,0.0172,0.0485,198.64,83,0.1863,0.005185,0
