customer_id,age,tenure_months,monthly_data_gb,avg_daily_data_gb,streaming_hours,hotspot_data_gb,monthly_voice_minutes,total_calls,incoming_calls,outgoing_calls,international_minutes,roaming_voice_minutes,monthly_sms,roaming_data_gb,monthly_recharge,city,operator,network_type,account_type,churn
CUST00029,41.06411040026555,23.136931269959973,18.38,0.613,34.24,0.98,217.31,108,49,59,17.36,6.54,72,5.07,685.82,Delhi,Jio,4G,Business,0
CUST00030,26.99718728797065,11.736906598168044,2.48,0.083,4.07,0.14,144.27,84,54,30,13.58,5.69,35,0.47,167.3,Pune,Vi,5G,Individual,0
CUST00031,42.1530499839226,32.8219378327293,45.2,1.507,129.17,4.87,86.14,35,18,17,3,4.45,66,12.44,583.58,Mumbai,Jio,5G,Individual,0
CUST00032,37.03713240544196,102.10458676091504,2.57,0.086,7.72,0.18,121.51,51,29,22,9.12,9.42,34,0.67,247.25,Lucknow,Vi,4G,Individual,0
CUST00033,40.95220684020045,47.6618083489166,1.12,0.037,3.12,0.09,55.08,52,21,31,3.78,1.56,31,0.07,165.64,Kolkata,Jio,5G,Family,1
CUST00034,18,46.11850384770907,45.28,1.509,98.62,11.54,289.59,226,120,106,4.7,17.78,112,11.77,1053.07,Gurugram,Vi,4G,Family,0
CUST00035,25.940970596076355,96.26788879725088,9.5,0.317,17.21,2.19,165.46,114,58,56,7.39,9.77,129,2.08,965.63,Bengaluru,Airtel,4G,Family,0
CUST00036,31.57434060297635,65.74688568215544,3.41,0.114,7.11,0.28,611.34,341,160,181,16.25,18.74,89,0.28,606.89,Delhi,Vi,4G,Individual,0
CUST00037,35.80681264220395,55.72619715358167,5.55,0.185,10.5,0.56,186.83,117,72,45,21.95,10.63,93,1.33,504.99,Gurugram,Jio,4G,Individual,0
CUST00038,18,18.432462654441,1.85,0.062,5.87,0.26,34.85,22,12,10,3.95,0.06,33,0.48,260.16,Mumbai,Jio,4G,Family,0
CUST00039,18,28.7635010491567,26.88,0.896,74.89,4.47,78.3,70,37,33,1.09,6,72,2.41,844.17,Mumbai,Airtel,4G,Individual,1
CUST00040,48.66116684649613,86.57622479924416,11.17,0.372,31.95,0.72,185.43,70,34,36,4.83,11.25,99,1.77,299.88,Mumbai,Vi,4G,Business,1
CUST00041,18,120,2.9,0.097,9.69,0.15,44.6,21,13,8,2.9,0.93,33,0.06,205.47,Noida,Jio,5G,Business,1
CUST00042,22.44264919731972,15.06288823367741,3.66,0.122,12.26,0.82,352.13,159,67,92,33.15,12.72,98,0.64,496.73,Noida,Vi,4G,Individual,0
CUST00043,19.78865987242078,101.06956503141052,4.7,0.157,7.34,1.29,330.08,175,75,100,35.34,17.27,32,0.34,215.48,Lucknow,Vi,5G,Individual,0
CUST00044,49.75170087126287,27.998950757026684,23.01,0.767,66.53,6.47,324.23,175,82,93,22.93,7.13,133,5.28,986.38,Lucknow,BSNL,5G,Individual,0
CUST00045,41.89099002847444,13.5699511452418,17.13,0.571,33.27,1.21,103.51,45,29,16,3.72,3.29,87,0.89,433,Mumbai,Jio,5G,Family,0
CUST00046,29.00125492195217,20.954098239318625,21.99,0.733,67.94,1.32,155.94,117,56,61,8.07,9.21,69,2.06,672.37,Kolkata,Airtel,4G,Family,0
CUST00047,23.075845881670283,52.99955286328238,1.57,0.052,3.68,0.15,349.93,195,91,104,20.81,18.59,83,0.01,479.77,Pune,Jio,5G,Individual,0
CUST00048,44.569096281854,99.06791717610469,11.68,0.389,24.76,3.21,170.43,271,146,125,19.79,7.08,113,0.11,404.68,Pune,Jio,5G,Business,0
CUST00049,28.241600401035434,21.363393362627576,9.25,0.308,19.89,2.39,275.58,274,118,156,21.84,5.94,95,1.38,402.79,Kolkata,Airtel,4G,Individual,0
CUST00050,34.60191278101606,52.80285808283771,2.69,0.09,6.08,0.35,8.29,3,2,1,0.87,0.1,35,0.38,225.86,Chennai,Vi,5G,Business,0
CUST00051,35.64338654637626,112.2363019601708,22.76,0.759,75.2,6.35,331.56,151,74,77,15.09,16.88,132,0.87,845.66,Mumbai,Vi,5G,Family,0
CUST00052,29.49531858505018,31.02667914225055,2.98,0.099,6.24,0.64,439.26,256,124,132,41.04,31.01,73,0.23,747.22,Lucknow,Airtel,5G,Individual,0
CUST00053,31.59999208856506,96.7992629966608,32.45,1.082,106.89,8.94,287.18,233,100,133,5.76,6.35,121,0.03,1341.24,Gurugram,Airtel,4G,Individual,0
CUST00054,20.424853297065685,68.75265962839431,10.88,0.363,17.28,1.21,454.58,258,115,143,32.53,4.59,75,1.24,562.51,Kolkata,Jio,4G,Individual,0
CUST00055,32.28801992120947,18.456162942478468,26.19,0.873,46.2,5.66,130.38,56,32,24,6.19,2.26,73,4.52,653.43,Gurugram,Jio,5G,Individual,0
CUST00056,18,75.31610969810163,9.84,0.328,15.14,2.23,249.72,191,84,107,18.97,14.05,146,1.26,1021.98,Pune,Jio,5G,Individual,0
CUST00057,29.69198780210129,107.94367715587748,7.87,0.262,18.69,2.05,47.62,24,14,10,1.77,2.63,45,1.97,156.5,Bengaluru,Airtel,5G,Family,0
CUST00058,29.453424613752933,46.25412179000829,0.97,0.032,2.3,0.27,114.69,47,26,21,8.08,2.32,38,0.18,184.5,Pune,Jio,4G,Individual,0
CUST00059,40.72710392922174,32.28563624851637,0.95,0.032,2.64,0.08,16.42,8,5,3,1.46,0.16,34,0.08,159.71,Chennai,Airtel,4G,Individual,0
CUST00060,24.31638723827681,32.20390548759107,6.3,0.21,21.3,1.15,359.63,191,100,91,5.81,27.14,101,1.53,456.57,Delhi,Vi,4G,Individual,0
CUST00061,31.330233071930333,99.47496134653426,4.75,0.158,11.07,0.26,158.14,92,54,38,3.76,1.52,89,0.71,401.74,Kolkata,Vi,5G,Individual,0
CUST00062,36.12294310504259,54.50371291977684,13.75,0.458,43.44,1.22,157.52,90,58,32,8.07,12.09,88,3.13,377.17,Lucknow,Jio,4G,Individual,0
CUST00063,31.754163929741978,28.808951657136472,1.86,0.062,5.71,0.35,567.21,483,228,255,62.43,40.76,88,0.32,522.43,Pune,BSNL,5G,Individual,0
CUST00064,18.37135246271822,20.17104723187549,12.63,0.421,42.58,1.9,119.89,53,25,28,7.67,8.92,103,1.66,277.11,Kolkata,Jio,5G,Individual,0
CUST00065,42.79412613088388,31.4085880097097,9.54,0.318,23.48,1.55,267.78,216,107,109,3.85,10.55,85,1.13,361.53,Lucknow,Jio,4G,Individual,0
CUST00066,41.96117935409184,54.02120671309161,11.83,0.394,20.11,2.82,188.28,170,100,70,6.67,0.89,80,0.08,458.66,Kolkata,Jio,5G,Individual,0
CUST00067,36.75561925830365,39.83901691192396,1.28,0.043,3.28,0.23,61.5,39,21,18,0.66,0.74,28,0.18,233.84,Hyderabad,Jio,5G,Individual,1
CUST00068,27.14904308657633,28.40827120867023,5.54,0.185,10.6,1.62,168.87,93,45,48,9.71,10.87,73,1.04,668.45,Lucknow,Vi,4G,Individual,0
CUST00069,47.10292980482871,25.340619196277355,2.55,0.085,7.01,0.43,65.49,69,38,31,6.65,1.71,27,0.72,195.88,Gurugram,Jio,5G,Individual,0
CUST00070,36.3743259138803,51.91492294329529,47.19,1.573,99.62,10.57,226.28,231,116,115,10.99,14.15,115,6.16,759.42,Lucknow,Vi,5G,Family,1
CUST00071,23.341403573905403,77.76898680278478,3.21,0.107,9.78,0.91,239.81,143,91,52,28.31,7.7,67,0.47,649.49,Pune,Jio,5G,Family,0
CUST00072,33.94167538001602,59.140662016867566,1.39,0.046,2.55,0.33,31.28,16,8,8,1.36,0.65,28,0.22,236.05,Hyderabad,Jio,4G,Individual,0
CUST00073,37.09101314438836,38.112495686211055,2.4,0.08,3.63,0.15,176.15,107,59,48,10.88,10.41,35,0.29,208.98,Pune,Jio,4G,Business,0
CUST00074,34.91828707716102,48.59387049107956,10.51,0.35,30.61,2.87,835.85,336,151,185,85.48,47.41,72,1.82,633.27,Delhi,Airtel,4G,Individual,1
CUST00075,41.47520814109763,84.18982575567061,59.49,1.983,110.99,9.97,102.13,43,26,17,5.73,7.22,62,1.26,600.99,Bengaluru,Airtel,5G,Family,0
CUST00076,25.202424415995505,35.089883240954656,47.99,1.6,128.28,13.31,41.12,22,13,9,2.53,2.22,61,7.03,729.61,Chennai,Vi,5G,Individual,0
CUST00077,35.97501568634723,71.80101532621102,5.21,0.174,18.05,0.34,577.68,200,113,87,40.4,18.37,92,0.95,716.25,Gurugram,Airtel,5G,Individual,1
CUST00078,35.82533709821185,70.14391302956933,2.69,0.09,8.25,0.62,116.25,49,19,30,13.5,1.03,40,0.6,123.35,Hyderabad,Jio,5G,Family,0
CUST00079,20.6630794496097,45.74849062546407,6.31,0.21,13.2,0.42,470.42,171,97,74,49.78,2.15,63,0.81,373.6,Pune,Vi,5G,Individual,1
CUST00080,35.47892858557924,58.63051143483706,0.99,0.033,3.19,0.2,221.85,112,44,68,17.25,4.13,40,0.09,153.96,Noida,Jio,4G,Family,0
CUST00081,28.718879614551,61.66979153229527,10.43,0.348,36.37,0.86,664.34,256,145,111,55.11,30.97,77,0.02,612.18,Chennai,Jio,4G,Individual,0
CUST00082,24.87577109099132,10.1637841838299,21.61,0.72,59.34,1.94,118.16,34,17,17,3.31,8.38,90,4.9,610.99,Gurugram,Jio,5G,Individual,0
CUST00083,18,69.03969114708171,12.77,0.426,32.66,3.6,175.03,110,68,42,9.46,9.19,78,0.3,403.77,Lucknow,Jio,5G,Individual,0
CUST00084,18.50435088075995,103.67480773800472,3.38,0.113,7.16,0.59,99.4,104,62,42,2.44,4.27,32,0.5,217.79,Chennai,Airtel,4G,Family,0
CUST00085,41.02269272618513,36.82875516817516,9.41,0.314,23.95,2.58,433.95,295,130,165,8.54,7,82,0.86,415.5,Mumbai,Jio,5G,Individual,0
CUST00086,47.65251273821698,79.56699415794282,9.39,0.313,14.69,1.85,56.59,50,23,27,6.42,4.45,81,2.37,342.46,Noida,Airtel,5G,Individual,0
CUST00087,44.37332880114424,29.95344620342048,25.84,0.861,44.9,1.48,139.79,62,37,25,15.74,4.96,54,7.37,764.8,Pune,Jio,4G,Family,0
CUST00088,23.89778259594884,20.481778418681508,68.16,2.272,228.1,8,59.88,25,15,10,2.46,1.97,68,6.52,732.27,Mumbai,Jio,5G,Individual,1
CUST00089,23.921687217660647,27.09679460804377,5.4,0.18,9.78,1.56,1268.2,768,364,404,146.12,19.37,74,1.45,696.71,Pune,Airtel,5G,Individual,0
CUST00090,36.43903483544833,62.62409310578818,13.16,0.439,34.31,1.85,342.92,165,72,93,6.48,24.59,73,1.33,334.34,Hyderabad,Jio,5G,Individual,0
CUST00091,27.758231389593583,8.048758779821949,1.81,0.06,3.4,0.21,173.82,80,42,38,9.19,9.17,37,0.44,218.94,Kolkata,Airtel,5G,Individual,0
CUST00092,38.31236501061699,17.22585928762396,46.47,1.549,113.08,3.49,94.94,36,20,16,2.63,0.86,61,11.14,727.87,Gurugram,Jio,5G,Individual,0
CUST00093,21.35399789842782,112.34975610649455,12.92,0.431,21.72,1.01,154.95,58,38,20,11.61,2.88,91,2.54,556.77,Gurugram,Airtel,5G,Individual,0
CUST00094,37.069426083866375,11.663702555101713,30.28,1.009,84.69,5.83,83.64,30,12,18,5.55,0.8,77,2.08,714.09,Mumbai,Jio,5G,Individual,0
CUST00095,18,31.13081080005859,4.57,0.152,14.99,0.79,625.15,291,173,118,41.46,7.82,84,0.19,635.73,Noida,Jio,5G,Family,0
CUST00096,38.74656635890075,106.28787037496788,6.92,0.231,16.36,2.02,109.58,81,49,32,5.72,1.77,86,0.88,425.8,Mumbai,Jio,5G,Individual,0
CUST00097,28.00450588800808,48.06421281295721,3.8,0.127,11.89,0.34,263.25,194,86,108,7.64,8.08,81,0.17,353.96,Mumbai,Airtel,4G,Individual,0
CUST00098,46.22935924483794,42.3462061663309,13.43,0.448,45.77,3.52,237.04,132,80,52,19.8,4.06,91,3.52,438.06,Noida,Jio,5G,Individual,1
CUST00099,51.417114914148144,59.4111053918026,2.23,0.074,4.04,0.41,145.4,67,44,23,10.99,10.67,40,0.12,132.01,Noida,Jio,5G,Individual,0
CUST00100,45.27008902699062,59.76546521320514,2.31,0.077,5.87,0.61,220.63,104,49,55,23.13,13.4,21,0.02,210.74,Delhi,Airtel,5G,Family,0
CUST00101,27.1301188229112,20.485731106009663,2.64,0.088,8.59,0.65,68.34,32,15,17,6.68,5.09,32,0.44,177.62,Hyderabad,Airtel,5G,Individual,0
CUST00102,20.811948024092864,27.81475958417875,24.75,0.825,64.14,3.72,171.08,97,49,48,3.71,2.74,69,3.18,650.39,Bengaluru,Jio,5G,Individual,0
CUST00103,26.987220189703624,94.51825786193383,3.73,0.124,12.98,0.8,400.25,203,101,102,39.2,26,87,0.96,402.57,Hyderabad,Airtel,5G,Individual,0
CUST00104,26.96502067055769,76.44430068094944,11.35,0.378,37.23,1.54,246.07,140,81,59,22.53,8.29,80,0.55,397.21,Hyderabad,Airtel,5G,Business,0
CUST00105,18,14.045571167388458,10.69,0.356,36.27,1.12,360.39,336,161,175,3.9,26.85,111,1.16,1094.83,Chennai,Airtel,4G,Family,0
CUST00106,37.36553206873264,120,2.37,0.079,7.81,0.29,35.8,16,8,8,2.03,0.77,42,0.46,174,Hyderabad,Vi,4G,Individual,1
CUST00107,28.450827806334093,26.617526438305017,9.62,0.321,18.44,2.32,264,113,54,59,23.46,12.98,85,2.69,352.03,Pune,Jio,5G,Business,1
CUST00108,29.070186322393106,12.361697221328075,9.69,0.323,15.21,1.12,602.97,260,131,129,52.67,8.74,78,0.76,434.22,Bengaluru,Vi,5G,Family,0
CUST00109,21.082273539206604,30.38023917575732,1.43,0.048,2.42,0.13,43.28,34,17,17,1.17,0.07,28,0.3,176.86,Hyderabad,Jio,5G,Individual,0
CUST00110,36.93428873655553,36.525853606859954,1.33,0.044,3.78,0.29,129.83,74,43,31,7.89,5.37,28,0.06,160.58,Kolkata,Airtel,4G,Individual,0
CUST00111,32.1041804694612,92.48962571689992,8.96,0.299,29.35,1.01,249.27,189,99,90,11.78,2.03,76,1.99,363.16,Kolkata,Airtel,4G,Family,0
CUST00112,27.673326371036627,34.53639892877995,2.61,0.087,8.5,0.25,154.92,120,76,44,9.49,4.78,39,0.23,208.37,Bengaluru,Jio,5G,Individual,0
CUST00113,40.97877815794255,50.74740306105127,14.27,0.476,27.72,1.88,173.22,138,72,66,2.32,7.11,125,1.04,1111.76,Mumbai,Vi,5G,Business,0
CUST00114,26.46040567678985,31.170654946940296,12.92,0.431,22.92,1.21,541.99,198,120,78,7.27,30.14,100,0.89,603.89,Gurugram,Jio,4G,Individual,0
CUST00115,44.75459677668053,67.71647141018016,50,1.667,109.29,4.92,131.19,54,28,26,8.03,6.25,62,5.56,605.42,Chennai,Jio,5G,Individual,0
CUST00116,28.890809601928773,88.56937770342972,7.31,0.244,17.01,2.11,267.3,122,67,55,4.45,20.47,68,0.72,595.13,Kolkata,Airtel,5G,Individual,0
CUST00117,56.03171790905711,35.132986280542866,20.28,0.676,38.55,3.11,462.41,280,154,126,40.6,26.36,62,3.73,651.65,Delhi,BSNL,4G,Family,0
CUST00118,33.03321593928317,30.56277197655628,3.4,0.113,8.19,0.3,51.87,49,24,25,0.85,1.88,28,0.56,206.51,Bengaluru,Jio,5G,Individual,0
CUST00119,24.77328233447617,64.33891352937226,7.84,0.261,25.12,1.18,521.5,188,96,92,38.43,7.49,78,1.76,511.23,Noida,Airtel,5G,Individual,0
CUST00120,33.34323293179914,74.21959152144831,16.08,0.536,34.11,4.64,200.97,130,69,61,12.92,4.65,91,1.42,430.65,Gurugram,Jio,5G,Individual,0
CUST00121,49.807611462026486,65.93651520919421,1.21,0.04,3.85,0.17,266.39,145,68,77,3.02,4.8,77,0.35,715.38,Bengaluru,Vi,5G,Individual,0
CUST00122,27.31255689143436,28.33258226659937,7.24,0.241,18.54,1.99,613.14,276,170,106,42.61,24.99,95,1.18,730.53,Lucknow,Airtel,4G,Individual,0
CUST00123,18.65325952187467,33.48600501576016,9.69,0.323,15.06,2.48,91.56,80,34,46,1.7,6.99,100,1.98,423.64,Pune,Airtel,5G,Individual,0
CUST00124,27.82169457980456,52.59352008607754,5.71,0.19,12.63,1.57,48.67,19,9,10,0.98,1.72,35,1.18,233.8,Chennai,Jio,4G,Business,0
CUST00125,33.817405484662885,120,1.03,0.034,1.88,0.1,89.32,37,23,14,4.49,1.54,46,0.05,198.64,Gurugram,Vi,4G,Family,0
CUST00126,50.36277112644564,33.66799730854203,16.5,0.55,49.6,2.33,288.78,157,82,75,6.46,9.01,94,0.72,431.42,Delhi,Jio,5G,Individual,0
CUST00127,35.25320388555482,51.60585150593769,20.84,0.695,42.76,5.19,275.92,105,51,54,22.31,10.47,70,2.89,524.09,Pune,Jio,5G,Individual,0
CUST00128,37.27352388544366,49.8334006942884,13.53,0.451,22.98,3.24,210.14,124,63,61,17.46,3.84,95,2.12,576.96,Bengaluru,Airtel,4G,Individual,0
CUST00129,26.414487297540227,94.9176921989779,4.15,0.138,8.07,0.75,92.67,51,25,26,7.64,1.64,40,0.34,193.7,Delhi,Vi,5G,Individual,0
CUST00130,31.87357425260264,29.5637490700916,22.16,0.739,77.35,6.3,60.19,21,9,12,1.37,0.38,91,1.2,331.12,Delhi,Airtel,4G,Individual,0
CUST00131,29.28189536197326,43.81764185593729,11.07,0.369,36.72,0.72,109.62,58,31,27,9.29,2.25,76,1.67,445.58,Lucknow,Jio,4G,Individual,0
CUST00132,51.933482605585226,80.60347433916326,0.71,0.024,1.58,0.11,148.39,152,93,59,7.73,6.37,40,0.14,229.9,Gurugram,Jio,4G,Individual,0
CUST00133,18,48.1496829189178,1.65,0.055,2.58,0.27,47.51,20,13,7,2.44,0.39,39,0.11,205.29,Lucknow,Airtel,4G,Family,0
CUST00134,24.406758652228326,39.23862685061802,3.48,0.116,7.12,0.51,142.42,94,44,50,13.21,7.79,104,0.23,495.99,Delhi,Vi,4G,Individual,0
CUST00135,31.59665185646548,12.46110251695442,22.56,0.752,35.39,3.46,418.13,282,146,136,47.83,22.25,117,6.46,874.5,Hyderabad,Vi,5G,Individual,0
CUST00136,21.743046900555736,88.96683967786991,8.92,0.297,24.46,0.97,94.92,48,29,19,5.41,1.22,80,1.94,515.54,Gurugram,Jio,5G,Individual,0
CUST00137,18,50.6091918034951,2.43,0.081,4.55,0.51,114.6,59,32,27,8.07,4.88,77,0.03,476.98,Pune,Airtel,5G,Business,0
CUST00138,52.173241443709536,36.89787520117071,52.44,1.748,82.71,5.03,91.33,40,21,19,10.07,0.12,72,15.44,558.58,Noida,Jio,5G,Individual,1
CUST00139,38.26852499070503,45.44116416120575,6.93,0.231,15.55,0.9,249.67,201,111,90,17.86,5.56,91,0.02,328.83,Mumbai,Airtel,4G,Individual,0
CUST00140,53.11403575930203,79.84486041610292,31.46,1.049,78.27,4.41,351.12,204,103,101,29.01,17.4,133,2.5,897.49,Chennai,Airtel,4G,Individual,0
CUST00141,46.18795217892742,56.91965140343628,26.58,0.886,74.39,7.2,414.54,250,118,132,21.99,14.71,116,7.31,1010.18,Mumbai,Airtel,5G,Individual,0
CUST00142,36.00112829620867,64.23222377613783,18.38,0.613,35.06,5.07,156.52,72,43,29,3.93,3.54,89,0.44,419.16,Chennai,Jio,5G,Individual,0
CUST00143,37.50822652418789,99.00707166765434,3.05,0.102,9.66,0.17,148.78,53,34,19,2.78,1.32,84,0.78,357.43,Mumbai,Airtel,4G,Individual,0
CUST00144,36.9657234488355,20.97591656641132,7.03,0.234,18.58,0.69,136.49,66,34,32,6.16,0.76,94,0.31,371.38,Hyderabad,Jio,5G,Individual,0
CUST00145,43.70610790735542,87.63373732438444,9.18,0.306,16.79,0.59,334.97,218,113,105,34.12,22.61,84,0.49,398.77,Gurugram,Jio,5G,Family,0
CUST00146,40.1486779809785,49.95974904223716,1.4,0.047,4.73,0.3,189.74,123,77,46,21.72,8.67,37,0.33,228.82,Chennai,Jio,4G,Individual,0
CUST00147,33.20894868007404,67.13368538953127,30.2,1.007,58.37,7.57,73.08,57,30,27,4.31,0.91,81,8.11,634.93,Delhi,Airtel,4G,Individual,0
CUST00148,43.45913848618457,16.5515432888448,10.13,0.338,28.47,2.01,154.14,114,61,53,2.04,4.45,71,1.4,271.99,Kolkata,Vi,4G,Individual,0
CUST00149,32.64312658117983,34.263924090055944,3.6,0.12,11.81,0.47,93.88,49,28,21,9.97,6.43,33,0.04,255.16,Noida,Vi,4G,Individual,0
CUST00150,53.29639433423198,45.7494494278167,4.73,0.158,12.24,0.92,137.2,233,118,115,7.32,3.38,89,0.45,338.67,Noida,Jio,4G,Individual,0
CUST00151,30.90413733327604,8.755747420465564,13.53,0.451,22.21,3.29,195.46,120,64,56,10.14,11.43,118,0.06,941.25,Kolkata,Jio,5G,Family,0
CUST00152,32.66865247441655,9.430281499002108,3.22,0.107,6.77,0.39,58.99,22,12,10,1.97,1.96,34,0.34,193.57,Mumbai,Vi,5G,Family,0
CUST00153,29.86316324810896,50.03030149468636,4.31,0.144,9.14,0.55,72.6,26,16,10,3.08,3.34,34,0.85,236.49,Hyderabad,Airtel,5G,Business,0
CUST00154,27.45117132666131,4.647370261631166,2.41,0.08,4.6,0.2,202.01,111,60,51,14.05,3.2,76,0.19,329.32,Bengaluru,Airtel,4G,Business,0
CUST00155,23.242018305846933,9.0867993727671,19.33,0.644,41.68,4.93,160.12,102,52,50,3.08,2.16,130,3.78,1021.87,Mumbai,Jio,5G,Individual,0
CUST00156,36.95131185913769,97.18747588908128,0.99,0.033,1.89,0.28,74.28,43,22,21,1.54,2.44,35,0.28,174.1,Bengaluru,Airtel,5G,Individual,0
CUST00157,39.87276189957584,26.938510223008468,21.3,0.71,50.36,3.88,43.71,11,6,5,4.79,0.85,79,2.98,613.77,Pune,Vi,5G,Individual,0
CUST00158,41.87904274305822,65.00171162496433,7.89,0.263,18.13,0.66,126.11,56,25,31,2.92,0.41,75,0.49,570.51,Hyderabad,Vi,4G,Individual,0
CUST00159,20.54305029122088,42.11724890795728,2.68,0.089,8.67,0.18,81.36,22,12,10,3.52,2.25,39,0.74,202.46,Gurugram,Jio,5G,Business,0
CUST00160,37.05097832629585,71.1249918524579,7.95,0.265,15.13,2.2,23.39,17,10,7,1.81,0.26,65,2.26,794.86,Pune,Airtel,5G,Family,0
CUST00161,18,37.48824801368434,5.25,0.175,10.56,1.33,56.39,24,16,8,3.01,1.26,95,0.21,426.35,Gurugram,Jio,5G,Individual,0
CUST00162,38.67146901435742,68.65930660601447,37.49,1.25,59.16,2.21,118.73,48,27,21,5.46,7.06,80,10.12,716.56,Pune,Airtel,4G,Individual,0
CUST00163,28.881104688017576,35.54918165114621,45.91,1.53,86.3,12.06,159.85,84,44,40,15.4,6.74,61,4.02,796.6,Kolkata,Airtel,5G,Individual,0
