customer_id,cluster
CUST00608,0
CUST00609,0
CUST00610,1
CUST00611,0
CUST00612,0
CUST00613,1
CUST00614,0
CUST00615,0
CUST00616,1
CUST00617,0
CUST00618,0
CUST00619,0
CUST00620,1
CUST00621,0
CUST00622,0
CUST00623,0
CUST00624,0
CUST00625,1
CUST00626,0
CUST00627,0
CUST00628,1
CUST00629,0
CUST00630,0
CUST00631,1
CUST00632,0
CUST00633,0
CUST00634,0
CUST00635,0
CUST00636,0
CUST00637,0
CUST00638,0
CUST00639,0
CUST00640,0
CUST00641,0
CUST00642,0
CUST00643,0
CUST00644,0
CUST00645,0
CUST00646,0
CUST00647,1
CUST00648,1
CUST00649,0
CUST00650,0
CUST00651,0
CUST00652,0
CUST00653,1
CUST00654,0
CUST00655,0
CUST00656,0
CUST00657,0
CUST00658,0
CUST00659,1
CUST00660,1
CUST00661,0
CUST00662,1
CUST00663,1
CUST00664,0
CUST00665,0
CUST00666,0
CUST00667,0
CUST00668,0
CUST00669,0
CUST00670,0
CUST00671,0
CUST00672,0
CUST00673,0
CUST00674,0
CUST00675,0
CUST00676,1
CUST00677,0
CUST00678,0
CUST00679,1
CUST00680,0
CUST00681,0
CUST00682,0
CUST00683,0
CUST00684,1
CUST00685,1
CUST00686,1
CUST00687,1
CUST00688,0
CUST00689,0
CUST00690,0
CUST00691,0
CUST00692,0
CUST00693,0
CUST00694,0
CUST00695,0
CUST00696,1
CUST00697,0
CUST00698,1
CUST00699,0
CUST00700,0
CUST00701,0
CUST00702,0
CUST00703,0
CUST00704,0
CUST00705,0
CUST00706,1
CUST00707,0
CUST00708,0
CUST00709,0
CUST00710,1
CUST00711,0
CUST00712,1
CUST00713,0
CUST00714,0
CUST00715,0
CUST00716,1
CUST00717,0
CUST00718,1
CUST00719,0
CUST00720,1
CUST00721,1
CUST00722,0
CUST00723,0
CUST00724,0
CUST00725,1
CUST00726,0
CUST00727,0
CUST00728,0
CUST00729,0
CUST00730,0
CUST00731,0
CUST00732,0
CUST00733,1
CUST00734,0
CUST00735,0
CUST00736,0
CUST00737,0
CUST00738,0
CUST00739,0
CUST00740,1
CUST00741,0
CUST00742,0
CUST00743,1
CUST00744,0
CUST00745,0
CUST00746,0
CUST00747,0
CUST00748,0
CUST00749,1
CUST00750,1
CUST00751,0
CUST00752,1
CUST00753,1
CUST00754,0
CUST00755,0
CUST00756,0
CUST00757,0
CUST00758,0
CUST00759,0
CUST00760,0
CUST00761,0
CUST00762,0
CUST00763,0
CUST00764,1
CUST00765,0
CUST00766,1
CUST00767,0
CUST00768,0
CUST00769,0
CUST00770,0
CUST00771,0
CUST00772,0
CUST00773,0
CUST00774,0
CUST00775,0
CUST00776,0
CUST00777,0
CUST00778,1
CUST00779,1
CUST00780,1
CUST00781,1
CUST00782,0
CUST00783,0
CUST00784,0
CUST00785,0
CUST00786,1
CUST00787,1
CUST00788,0
CUST00789,0
CUST00790,1
CUST00791,0
CUST00792,1
CUST00793,0
CUST00794,1
CUST00795,0
CUST00796,0
CUST00797,1
CUST00798,1
CUST00799,0
CUST00800,1
CUST00801,1
CUST00802,0
CUST00803,1
CUST00804,1
CUST00805,0
CUST00806,1
CUST00807,1
CUST00808,1
CUST00809,0
CUST00810,0
CUST00811,1
CUST00812,0
CUST00813,0
CUST00814,1
CUST00815,0
CUST00816,1
CUST00817,0
CUST00818,0
CUST00819,0
CUST00820,0
CUST00821,0
CUST00822,0
CUST00823,0
CUST00824,0
CUST00825,0
CUST00826,1
CUST00827,0
CUST00828,0
CUST00829,1
CUST00830,0
CUST00831,0
CUST00832,0
CUST00833,0
CUST00834,0
CUST00835,0
CUST00836,0
CUST00837,1
CUST00838,0
CUST00839,1
CUST00840,1
CUST00841,0
CUST00842,1
CUST00843,0
CUST00844,1
CUST00845,0
CUST00846,0
CUST00847,0
CUST00848,1
CUST00849,0
CUST00850,1
CUST00851,0
CUST00852,1
CUST00853,0
CUST00854,0
CUST00855,0
CUST00856,0
CUST00857,0
CUST00858,0
CUST00859,1
CUST00860,0
CUST00861,0
CUST00862,0
CUST00863,0
CUST00864,0
CUST00865,0
CUST00866,1
CUST00867,0
CUST00868,0
CUST00869,0
CUST00870,1
CUST00871,0
CUST00872,0
CUST00873,1
CUST00874,0
CUST00875,0
CUST00876,0
CUST00877,1
CUST00878,0
CUST00879,0
CUST00880,0
CUST00881,0
CUST00882,1
CUST00883,0
CUST00884,0
CUST00885,0
CUST00886,0
CUST00887,0
CUST00888,0
CUST00889,0
CUST00890,0
CUST00891,1
CUST00892,0
CUST00893,0
CUST00894,0
CUST00895,1
CUST00896,0
CUST00897,0
CUST00898,0
CUST00899,0
CUST00900,0
CUST00901,0
CUST00902,0
CUST00903,0
CUST00904,1
CUST00905,0
CUST00906,0
CUST00907,0
CUST00908,0
CUST00909,0
CUST00910,0
CUST00911,1
CUST00912,0
CUST00913,0
CUST00914,0
CUST00915,1
CUST00916,0
CUST00917,0
CUST00918,1
CUST00919,0
CUST00920,0
CUST00921,0
CUST00922,0
CUST00923,0
CUST00924,0
CUST00925,0
CUST00926,0
CUST00927,0
CUST00928,0
CUST00929,1
CUST00930,0
CUST00931,0
CUST00932,0
CUST00933,1
CUST00934,0
CUST00935,0
CUST00936,0
CUST00937,0
CUST00938,1
CUST00939,0
CUST00940,1
CUST00941,0
CUST00942,1
CUST00943,0
CUST00944,0
CUST00945,0
CUST00946,0
CUST00947,0
CUST00948,1
CUST00949,1
CUST00950,1
CUST00951,1
CUST00952,1
CUST00953,0
CUST00954,1
CUST00955,0
CUST00956,0
CUST00957,0
CUST00958,0
CUST00959,0
CUST00960,1
CUST00961,0
CUST00962,1
CUST00963,0
CUST00964,0
CUST00965,0
CUST00966,0
CUST00967,1
CUST00968,0
CUST00969,1
CUST00970,0
CUST00971,1
CUST00972,1
CUST00973,1
CUST00974,0
CUST00975,0
CUST00976,0
CUST00977,1
CUST00978,0
CUST00979,0
CUST00980,1
CUST00981,0
CUST00982,0
CUST00983,0
CUST00984,0
CUST00985,1
CUST00986,0
CUST00987,0
CUST00988,0
CUST00989,0
CUST00990,0
CUST00991,0
CUST00992,1
CUST00993,0
CUST00994,0
CUST00995,0
CUST00996,0
CUST00997,1
CUST00998,0
CUST00999,1
CUST01000,0
CUST01001,0
CUST01002,0
CUST01003,0
CUST01004,1
CUST01005,0
CUST01006,1
CUST01007,1
CUST01008,0
CUST01009,0
CUST01010,0
CUST01011,0
CUST01012,1
CUST01013,1
CUST01014,0
CUST01015,1
CUST01016,1
CUST01017,0
CUST01018,1
CUST01019,0
CUST01020,0
CUST01021,1
CUST01022,0
CUST01023,0
CUST01024,1
CUST01025,1
CUST01026,0
CUST01027,0
CUST01028,0
CUST01029,0
CUST01030,0
CUST01031,0
CUST01032,1
CUST01033,0
CUST01034,0
CUST01035,0
CUST01036,1
CUST01037,0
CUST01038,1
CUST01039,0
CUST01040,0
CUST01041,0
CUST01042,0
CUST01043,0
CUST01044,1
CUST01045,0
CUST01046,1
CUST01047,0
CUST01048,0
CUST01049,0
CUST01050,0
CUST01051,0
CUST01052,0
CUST01053,1
CUST01054,0
CUST01055,1
CUST01056,0
CUST01057,1
CUST01058,0
CUST01059,0
CUST01060,1
CUST01061,0
CUST01062,1
CUST01063,0
CUST01064,0
CUST01065,0
CUST01066,1
CUST01067,0
CUST01068,0
CUST01069,0
CUST01070,0
CUST01071,0
CUST01072,0
CUST01073,0
CUST01074,0
CUST01075,1
CUST01076,0
CUST01077,0
CUST01078,1
CUST01079,0
CUST01080,1
CUST01081,0
CUST01082,0
CUST01083,0
CUST01084,0
CUST01085,1
CUST01086,0
CUST01087,1
CUST01088,0
CUST01089,1
CUST01090,0
CUST01091,1
CUST01092,0
CUST01093,1
CUST01094,0
CUST01095,0
CUST01096,0
CUST01097,0
CUST01098,0
CUST01099,0
CUST01100,0
CUST01101,0
CUST01102,1
CUST01103,0
CUST01104,1
CUST01105,1
CUST01106,0
CUST01107,0
CUST01108,0
CUST01109,1
CUST01110,0
CUST01111,0
CUST01112,0
CUST01113,0
CUST01114,0
CUST01115,1
CUST01116,0
CUST01117,0
CUST01118,0
CUST01119,0
CUST01120,0
CUST01121,0
CUST01122,1
CUST01123,0
CUST01124,0
CUST01125,0
CUST01126,1
CUST01127,0
CUST01128,0
CUST01129,0
CUST01130,0
CUST01131,1
CUST01132,0
CUST01133,0
CUST01134,0
CUST01135,1
CUST01136,0
CUST01137,0
CUST01138,0
CUST01139,0
CUST01140,1
CUST01141,0
CUST01142,0
CUST01143,1
CUST01144,1
CUST01145,0
CUST01146,0
CUST01147,0
CUST01148,1
CUST01149,0
CUST01150,0
CUST01151,1
CUST01152,0
CUST01153,1
CUST01154,1
CUST01155,1
CUST01156,0
CUST01157,0
CUST01158,0
CUST01159,0
CUST01160,0
CUST01161,0
CUST01162,0
CUST01163,0
CUST01164,1
CUST01165,0
CUST01166,0
CUST01167,0
CUST01168,0
CUST01169,0
CUST01170,0
CUST01171,1
CUST01172,1
CUST01173,1
CUST01174,0
CUST01175,0
CUST01176,0
CUST01177,0
CUST01178,0
CUST01179,0
CUST01180,0
CUST01181,1
CUST01182,0
CUST01183,1
CUST01184,1
CUST01185,0
CUST01186,1
CUST01187,1
CUST01188,0
CUST01189,0
CUST01190,1
CUST01191,0
CUST01192,1
CUST01193,0
CUST01194,1
CUST01195,0
CUST01196,0
CUST01197,1
CUST01198,0
CUST01199,1
CUST01200,0
CUST01201,0
CUST01202,0
CUST01203,0
CUST01204,0
CUST01205,0
CUST01206,0
CUST01207,0
CUST01208,0
CUST01209,0
CUST01210,1
CUST01211,0
CUST01212,0
CUST01213,0
CUST01214,0
CUST01215,0
CUST01216,0
CUST01217,0
CUST01218,1
CUST01219,1
CUST01220,0
CUST01221,1
CUST01222,0
CUST01223,0
CUST01224,1
CUST01225,0
CUST01226,1
CUST01227,0
CUST01228,0
CUST01229,1
CUST01230,0
CUST01231,0
CUST01232,0
CUST01233,0
CUST01234,0
CUST01235,1
CUST01236,0
CUST01237,0
CUST01238,0
CUST01239,1
CUST01240,0
CUST01241,0
CUST01242,0
CUST01243,0
CUST01244,0
CUST01245,0
CUST01246,1
CUST01247,0
CUST01248,0
CUST01249,1
CUST01250,1
CUST01251,0
CUST01252,0
CUST01253,0
CUST01254,0
CUST01255,1
CUST01256,0
CUST01257,0
CUST01258,0
CUST01259,0
CUST01260,1
CUST01261,0
CUST01262,0
CUST01263,0
CUST01264,0
CUST01265,0
CUST01266,0
CUST01267,1
CUST01268,0
CUST01269,1
CUST01270,0
CUST01271,1
CUST01272,0
CUST01273,0
CUST01274,0
CUST01275,1
CUST01276,0
CUST01277,0
CUST01278,1
CUST01279,0
CUST01280,0
CUST01281,1
CUST01282,1
CUST01283,1
CUST01284,0
CUST01285,0
CUST01286,0
CUST01287,0
CUST01288,0
CUST01289,0
CUST01290,0
CUST01291,0
CUST01292,0
CUST01293,1
CUST01294,1
CUST01295,0
CUST01296,0
CUST01297,0
CUST01298,0
CUST01299,1
CUST01300,1
CUST01301,0
CUST01302,0
CUST01303,0
CUST01304,0
CUST01305,1
CUST01306,0
CUST01307,0
CUST01308,0
CUST01309,0
CUST01310,0
CUST01311,0
CUST01312,0
CUST01313,0
CUST01314,0
CUST01315,0
CUST01316,1
CUST01317,0
CUST01318,1
CUST01319,0
CUST01320,0
CUST01321,0
CUST01322,0
CUST01323,0
CUST01324,0
CUST01325,1
CUST01326,0
CUST01327,0
CUST01328,0
CUST01329,1
CUST01330,0
CUST01331,1
CUST01332,1
CUST01333,0
CUST01334,1
CUST01335,1
CUST01336,0
CUST01337,0
CUST01338,1
CUST01339,0
CUST01340,0
CUST01341,0
CUST01342,0
CUST01343,0
CUST01344,1
CUST01345,1
CUST01346,0
CUST01347,0
CUST01348,0
CUST01349,1
CUST01350,0
CUST01351,0
CUST01352,0
CUST01353,0
CUST01354,1
CUST01355,0
CUST01356,0
CUST01357,1
CUST01358,0
CUST01359,0
CUST01360,1
CUST01361,1
CUST01362,0
CUST01363,1
CUST01364,1
CUST01365,1
CUST01366,0
CUST01367,1
CUST01368,1
CUST01369,0
CUST01370,0
CUST01371,1
CUST01372,0
CUST01373,0
CUST01374,0
CUST01375,0
CUST01376,0
CUST01377,0
CUST01378,0
CUST01379,0
CUST01380,1
CUST01381,0
CUST01382,0
CUST01383,1
CUST01384,0
CUST01385,1
CUST01386,0
CUST01387,0
CUST01388,0
CUST01389,1
CUST01390,0
CUST01391,0
CUST01392,0
CUST01393,0
CUST01394,0
CUST01395,0
CUST01396,0
CUST01397,0
CUST01398,0
CUST01399,0
CUST01400,1
CUST01401,0
CUST01402,0
CUST01403,0
CUST01404,1
CUST01405,1
CUST01406,0
CUST01407,0
CUST01408,0
CUST01409,1
CUST01410,0
CUST01411,0
CUST01412,0
CUST01413,1
CUST01414,0
CUST01415,0
CUST01416,1
CUST01417,0
CUST01418,0
CUST01419,0
CUST01420,1
CUST01421,0
CUST01422,0
CUST01423,0
CUST01424,0
CUST01425,1
CUST01426,1
CUST01427,0
CUST01428,1
CUST01429,1
CUST01430,0
CUST01431,0
CUST01432,0
CUST01433,0
CUST01434,1
CUST01435,0
CUST01436,0
CUST01437,0
CUST01438,1
CUST01439,0
CUST01440,1
CUST01441,0
CUST01442,0
CUST01443,1
CUST01444,0
CUST01445,0
CUST01446,0
CUST01447,1
CUST01448,0
CUST01449,1
CUST01450,1
CUST01451,0
CUST01452,1
CUST01453,0
CUST01454,1
CUST01455,0
CUST01456,1
CUST01457,0
CUST01458,1
CUST01459,0
CUST01460,1
CUST01461,0
CUST01462,1
CUST01463,0
CUST01464,1
CUST01465,1
CUST01466,0
CUST01467,1
CUST01468,0
CUST01469,0
CUST01470,0
CUST01471,1
CUST01472,1
CUST01473,1
CUST01474,1
CUST01475,0
CUST01476,1
CUST01477,0
CUST01478,0
CUST01479,0
CUST01480,0
CUST01481,0
CUST01482,0
CUST01483,0
CUST01484,0
CUST01485,0
CUST01486,0
CUST01487,0
CUST01488,1
CUST01489,0
CUST01490,0
CUST01491,0
CUST01492,0
CUST01493,0
CUST01494,0
CUST01495,1
CUST01496,1
CUST01497,0
CUST01498,0
CUST01499,0
CUST01500,0
CUST01501,0
CUST01502,0
CUST01503,0
CUST01504,0
CUST01505,0
CUST01506,0
CUST01507,1
CUST01508,1
CUST01509,1
CUST01510,0
CUST01511,0
CUST01512,1
CUST01513,1
CUST01514,0
CUST01515,0
CUST01516,0
CUST01517,1
CUST01518,0
CUST01519,0
CUST01520,1
CUST01521,0
CUST01522,1
CUST01523,0
CUST01524,0
CUST01525,0
CUST01526,0
CUST01527,0
CUST01528,1
CUST01529,0
CUST01530,0
CUST01531,0
CUST01532,0
CUST01533,1
CUST01534,0
CUST01535,0
CUST01536,0
CUST01537,0
CUST01538,1
CUST01539,0
CUST01540,0
CUST01541,1
CUST01542,0
CUST01543,1
CUST01544,0
CUST01545,1
CUST01546,0
CUST01547,0
CUST01548,1
CUST01549,0
CUST01550,1
CUST01551,1
CUST01552,1
CUST01553,0
CUST01554,0
CUST01555,0
CUST01556,0
CUST01557,1
CUST01558,0
CUST01559,0
CUST01560,1
CUST01561,0
CUST01562,0
CUST01563,0
CUST01564,0
CUST01565,0
CUST01566,0
CUST01567,1
CUST01568,0
CUST01569,1
CUST01570,0
CUST01571,1
CUST01572,0
CUST01573,1
CUST01574,0
CUST01575,0
CUST01576,0
CUST01577,0
CUST01578,1
CUST01579,1
CUST01580,0
CUST01581,0
CUST01582,0
CUST01583,1
CUST01584,0
CUST01585,1
CUST01586,0
CUST01587,1
CUST01588,0
CUST01589,0
CUST01590,1
CUST01591,1
CUST01592,1
CUST01593,0
CUST01594,0
CUST01595,1
CUST01596,1
CUST01597,0
CUST01598,0
CUST01599,0
CUST01600,0
CUST01601,0
CUST01602,0
CUST01603,0
CUST01604,0
CUST01605,0
CUST01606,0
CUST01607,0
CUST01608,0
CUST01609,0
CUST01610,0
CUST01611,0
CUST01612,0
CUST01613,0
CUST01614,0
CUST01615,0
CUST01616,1
CUST01617,1
CUST01618,1
CUST01619,1
CUST01620,1
CUST01621,0
CUST01622,0
CUST01623,0
CUST01624,1
CUST01625,0
CUST01626,1
CUST01627,0
CUST01628,0
CUST01629,0
CUST01630,0
CUST01631,0
CUST01632,0
CUST01633,1
CUST01634,0
CUST01635,1
CUST01636,0
CUST01637,0
CUST01638,0
CUST01639,1
CUST01640,1
CUST01641,0
CUST01642,0
CUST01643,0
CUST01644,1
CUST01645,0
CUST01646,0
CUST01647,0
CUST01648,0
CUST01649,0
CUST01650,1
CUST01651,0
CUST01652,0
CUST01653,0
CUST01654,0
CUST01655,0
CUST01656,1
CUST01657,1
CUST01658,0
CUST01659,0
CUST01660,0
CUST01661,1
CUST01662,0
CUST01663,1
CUST01664,0
CUST01665,1
CUST01666,0
CUST01667,0
CUST01668,1
CUST01669,0
CUST01670,0
CUST01671,0
CUST01672,0
CUST01673,0
CUST01674,0
CUST01675,0
CUST01676,0
CUST01677,0
CUST01678,0
CUST01679,0
CUST01680,1
CUST01681,0
CUST01682,1
CUST01683,1
CUST01684,0
CUST01685,0
CUST01686,0
CUST01687,1
CUST01688,0
CUST01689,0
CUST01690,0
CUST01691,0
CUST01692,0
CUST01693,0
CUST01694,0
CUST01695,0
CUST01696,0
CUST01697,0
CUST01698,0
CUST01699,1
CUST01700,0
CUST01701,0
CUST01702,0
CUST01703,0
CUST01704,1
CUST01705,0
CUST01706,0
CUST01707,1
CUST01708,0
CUST01709,1
CUST01710,0
CUST01711,0
CUST01712,0
CUST01713,0
CUST01714,0
CUST01715,0
CUST01716,1
CUST01717,0
CUST01718,1
CUST01719,1
CUST01720,0
CUST01721,0
CUST01722,0
CUST01723,0
CUST01724,0
CUST01725,1
CUST01726,0
CUST01727,0
CUST01728,1
CUST01729,0
CUST01730,1
CUST01731,0
CUST01732,1
CUST01733,0
CUST01734,0
CUST01735,0
CUST01736,0
CUST01737,0
CUST01738,0
CUST01739,0
CUST01740,1
CUST01741,0
CUST01742,1
CUST01743,0
CUST01744,0
CUST01745,0
CUST01746,0
CUST01747,0
